"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Green Screen","125","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Making of Modern Science","202","001","","38","3.722","26.3","15.8","5.3",".",".",".",".","52.6",".",".",".",".",".",".",".","."
"","211","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211","002","","43","3.442","39.5","34.9","16.3","2.3","2.3","4.7",".",".",".",".",".",".",".",".",".","."
"The Historian's Craft (HSMT)","","Course Total","","57","3.537","50.9","29.8","12.3","1.8","1.8","3.5",".",".",".",".",".",".",".",".",".","."
"Glbl Envir Hlth:Interdis Intro","213","001","","50","3.872","64.0","22.0",".",".",".",".",".","12.0",".",".",".",".","2.0",".",".","."
"History-20th C Am Medicine","218","001","","30","3.783","66.7","23.3","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Hist of Science","350","001","","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race, Amer Med & Pub Health","523","001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr: Medvl Renaiss&17C Sci","903","001","","7","4.000","71.4",".",".",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Smr-18th Century Science","911","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Special Topics","921","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","104","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"Independent Work","999","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
