"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","18","3.278","66.7","5.6","5.6","5.6","5.6",".","11.1",".",".",".",".",".",".",".",".","."
"","101
002","15","2.767","26.7","13.3","26.7","6.7","6.7","13.3","6.7",".",".",".",".",".",".",".",".","."
"","101
003","23","3.261","52.2","4.3","21.7","4.3","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","101
005","20","3.475","50.0","20.0","15.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","101
006","23","3.022","26.1","17.4","30.4","4.3","13.0","8.7",".",".",".",".",".",".",".",".",".","."
"","101
007","20","3.250","40.0","20.0","15.0","10.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"First Semester Spanish","Course Total","119","3.189","43.7","13.4","19.3","5.9","10.1","4.2","3.4",".",".",".",".",".",".",".",".","."
"","102
001","20","3.275","25.0","30.0","30.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","102
002","26","3.269","46.2","3.8","23.1","11.5","15.4",".",".",".",".",".",".",".",".",".",".","."
"","102
003","24","3.104","29.2","33.3","8.3","12.5","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","102
004","26","3.423","42.3","23.1","23.1",".","11.5",".",".",".",".",".",".",".",".",".",".","."
"","102
005","27","3.204","25.9","22.2","29.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","102
006","17","3.500","58.8","5.9","11.8","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","140","3.286","37.1","20.0","21.4","10.0","10.0","0.7","0.7",".",".",".",".",".",".",".",".","."
"","203
001","18","3.028","33.3","27.8","5.6",".","22.2","11.1",".",".",".",".",".",".",".",".",".","."
"","203
002","25","3.560","60.0","8.0","24.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"","203
004","27","3.673","63.0","7.4","22.2","3.7",".",".",".","3.7",".",".",".",".",".",".",".","."
"","203
005","24","3.188","20.8","29.2","29.2","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","3.609","69.6","8.7","13.0",".","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","203
007","23","3.652","60.9","13.0","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","140","3.471","52.1","15.0","20.0","2.9","7.1","2.1",".","0.7",".",".",".",".",".",".",".","."
"","204
001","24","3.875","87.5","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","26","3.481","53.8","19.2","11.5","7.7","3.8","3.8",".",".",".",".",".",".",".",".",".","."
"","204
005","24","3.688","70.8","8.3","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
006","26","3.577","53.8","15.4","26.9",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","100","3.650","66.0","12.0","14.0","4.0","3.0","1.0",".",".",".",".",".",".",".",".",".","."
"Latinx Border and Migration","215
001","19","3.361","31.6","26.3","21.1","10.5","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"Intro to Latinx Cultures","222
001","79","3.766","77.2","16.5","2.5",".",".","2.5","1.3",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","224
001","86","3.512","58.1","15.1","15.1","1.2","7.0","3.5",".",".",".",".",".",".",".",".",".","."
"Linguistic Study of Spanish","225
001","79","3.506","45.6","24.1","17.7","11.4","1.3",".",".",".",".",".",".",".",".",".",".","."
"","226
001","18","3.694","66.7","16.7","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
002","18","3.222","16.7","27.8","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
003","24","3.604","41.7","41.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","22","3.750","72.7","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","226
005","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","145","3.745","68.3","17.9","10.3","1.4","2.1",".",".",".",".",".",".",".",".",".",".","."
"Spanish Rep & Visibility in US","228
001","25","3.300","32.0","20.0","32.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","311
001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","19","3.868","84.2","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","Page 357 of 486",""
