"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"Religion & Sexuality","103","001","","22","2.955","9.1","27.3","36.4","9.1","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"Queering Religion","202","001","","6","3.000","66.7",".",".",".",".","33.3",".",".",".",".",".",".",".",".",".","."
"West Intel&Rel Hist since 1500","209","001","","6","3.083",".","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biblical Lit","227","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Genres-Westrn Relig Writing","234","001","","9","3.444","55.6","11.1",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Asia Enchanted","236","001","","17","3.529","76.5","11.8",".",".",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"Dante's Divine Comedy","253","001","","22","3.864","81.8","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Xnity:Interpretation&Practice","302","001","","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Buddhism","308","001","","10","3.450","60.0","10.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Crusades: Christianity & Islam","309","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Christian Lit:Matthew-Revelatn","333","001","","37","3.712","51.4","29.7","5.4",".","2.7",".",".","10.8",".",".",".",".",".",".",".","."
"Topics in Religious Studies","403","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gods and Goddesses of South As","405","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Children & Religion","410","001","","11","3.773","72.7","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Islam in Africa & the Diaspora","414","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Milton","434","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"The History of Yoga","460","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Muslims and Jews","462","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Philosophy of Religion","501","001","","6","3.583","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"The Perfectible Body","505","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion-Ancient Mediterranean","517","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
