"","990
094","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
095","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
099","3","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","59","",".",".",".",".",".","",".","",".","67.8","",".",".","",".","32.2","",".",".",".","."
"MED PHYS
621","Dept. Total","269","3.739","56.5","14.9","6.3",".","0.4","",".","",".","14.9","",".",".","",".","7.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","8","3.895","87.5",".","12.5",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","23","3.564","60.9","4.3","30.4",".","4.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","33","3.654","66.7","6.1","24.2",".","3.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","234","3.757","55.1","16.2","3.4",".",".","",".","",".","17.1","",".",".","",".","8.1","",".",".",".","."
"","Dept. Total","269","3.739","56.5","14.9","6.3",".","0.4","",".","",".","14.9","",".",".","",".","7.1","",".",".",".","."
