"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Intro to Sports Communication","150","001","119","3.672","63.9","14.3","16.8","2.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"Mass Media in Multicultrl Amer","162","001","90","3.578","52.2","22.2","21.1","2.2","1.1",".","1.1",".",".",".",".",".",".",".",".","."
"Digital Media Fluency","175","001","83","3.630","65.1","18.1","4.8","3.6","2.4","2.4","1.2",".",".",".",".",".",".",".","2.4","."
"Spec Topics in Mass Comm","176","015","19","3.667","63.2","21.1","5.3",".",".","5.3",".","5.3",".",".",".",".",".",".",".","."
"Intro to Mass Communication","201","001","266","3.719","71.4","15.0","7.9","1.9","1.5","0.8","1.1",".",".",".",".",".",".","0.4",".","."
"Mass Communication Practices","202","001","114","3.575","32.5","49.1","17.5",".",".",".",".",".",".",".",".",".","0.9",".",".","."
"Information for Communication","203","001","114","3.877","81.6","14.0","3.5",".","0.9",".",".",".",".",".",".",".",".",".",".","."
"","335","001","28","3.946","89.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","335","002","23","3.609","21.7","78.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles/Practices-Reporting","","Course Total","51","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles & Pract Strat Comm","345","001","79","3.975","94.9","5.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sports Mrkting Communications","350","001","40","3.838","70.0","27.5","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Investigative Reporting","420","001","14","3.885","78.6","7.1","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Creative Campaign Messages","445","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Media Planning","447","001","17","3.265","41.2","11.8","29.4","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"Sports Reporting and Writing","450","001","49","3.806","69.4","26.5","2.0",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"Long Form Video","456","001","20","3.789","75.0",".","20.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Storytelling Through Sound","457","001","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Relations Strategies","464","001","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Media Marketing Communi","465","001","22","3.682","81.8","9.1",".",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"Spec Topics-Adv Concpts&Skills","475","047","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mass Communication&Society","561","001","55","3.591","38.2","45.5","12.7","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Media and the Consumer","564","001","98","3.964","91.8","7.1",".",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"Mass Media & Global Comm","567","001","71","3.535","45.1","40.8","5.6","4.2",".","2.8","1.4",".",".",".",".",".",".",".",".","."
"Colloquium Prof Comm Careers","601","001","99","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","616","001","6","2.833","16.7","33.3","16.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".","."
"","616","002","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mass Media and Youth","","Course Total","22","3.614","63.6","22.7","4.5",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"International Communication","620","001","20","3.575","55.0","15.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Brnd Strtgy - Advert & Int Com","649","001","72","3.907","79.2","18.1",".",".",".",".",".","2.8",".",".",".",".",".",".",".","."
"Books Print Cult Europe No Am","650","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsrch Dsgn & Stats - Mass Comm","657","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Literary Aspects of Journ","669","001","15","3.533","60.0","26.7","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Topics-Govt & Mass Media","675","005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Mass Communication","676","00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","677","001","27","3.889","81.5","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677","002","27","3.963","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677","003","25","3.880","88.0","8.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Concepts and Tools for Data An","","Course Total","79","3.911","87.3","10.1","1.3",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 284 of 486",""
