"","999
058","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
079","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"SOC
900","Dept. Total","2335","3.462","52.1","18.6","12.5","6.4","4.5","1.2","1.0","2.4","",".",".","",".","0.3","0.6","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","281","3.151","34.9","17.4","19.9","14.2","10.3","1.8","1.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","736","3.528","52.3","23.8","12.6","6.9","3.1","0.7","0.5",".","",".",".","",".",".",".",".",".","."
"Junior","","476","3.456","53.2","19.5","12.2","6.5","5.3","1.5","1.5",".","",".",".","",".",".","0.4",".",".","."
"Senior","","516","3.438","51.9","18.0","15.1","5.0","4.8","1.9","1.7","0.2","",".",".","",".",".","1.2",".",".","."
"Undergraduates","","2009","3.434","50.0","20.4","14.2","7.4","5.1","1.3","1.2","0.0","",".",".","",".",".","0.4",".",".","."
"Special","","26","3.491","38.5","7.7","7.7",".","7.7",".",".","15.4","",".",".","",".",".",".","7.7","15.4","."
"Graduate","","300","3.856","67.7","7.7","2.0","0.7","0.3",".",".","17.0","",".",".","",".","2.3","2.3",".",".","."
"","Dept. Total","2335","3.462","52.1","18.6","12.5","6.4","4.5","1.2","1.0","2.4","",".",".","",".","0.3","0.6","0.1","0.2","."
