"","990
012","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
014","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
016","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Thesis Research","Course Total","12","",".",".",".",".",".",".",".","91.7","8.3",".","",".","",".",".",".",".","."
"ASIAN
185","Dept. Total","749","3.688","70.0","12.0","7.6","2.4","2.1","1.2","1.2","2.3","0.1",".","",".","",".","0.7","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"185
ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.662","69.6","4.3","17.4","4.3","4.3",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","133","3.586","60.2","21.8","7.5","3.0","3.8","1.5","1.5",".",".",".","",".","",".","0.8",".",".","."
"Junior","","189","3.697","74.6","11.1","5.8","3.2","1.6","2.1","1.1",".",".",".","",".","",".","0.5",".",".","."
"Senior","","339","3.700","71.4","11.2","9.1","2.1","2.1","0.9","1.2","1.2",".",".","",".","",".","0.6","0.3",".","."
"Undergraduates","","684","3.675","70.0","13.0","8.2","2.6","2.3","1.3","1.2","0.6",".",".","",".","",".","0.6","0.1",".","."
"Special","","6","3.000","50.0",".",".",".",".",".","16.7",".",".",".","",".","",".",".",".","33.3","."
"Graduate","","59","3.964","71.2","1.7","1.7",".",".",".",".","22.0","1.7",".","",".","",".","1.7",".",".","."
"","Dept. Total","749","3.688","70.0","12.0","7.6","2.4","2.1","1.2","1.2","2.3","0.1",".","",".","",".","0.7","0.1","0.3","."
