"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"888
Topics in Math Data Science","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","103","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","108","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","111","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","113","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","114","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","115","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","121","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","122","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 135 of 486",""
