"","999
080","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
106","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
152","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Doctoral Ind. Study","Course Total","21","4.000","90.5",".",".",".",".",".",".",".",".",".","",".",".",".",".","9.5","."
"CURRIC
272","Dept. Total","1914","3.890","69.3","5.9","2.3","0.5","0.4","0.1","0.3","2.6","0.1","17.3","",".","0.3","0.7",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","57","3.896","89.5","5.3","3.5",".","1.8",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","433","3.838","67.2","10.2","4.4","0.5","1.2",".","0.2",".",".","15.7","",".",".","0.7",".",".","."
"Senior","","888","3.901","72.0","4.6","1.2","0.6","0.2","0.1","0.5","0.1",".","20.4","",".",".","0.3",".",".","."
"Undergraduates","","1381","3.880","71.3","6.4","2.3","0.5","0.6","0.1","0.4","0.1",".","18.0","",".",".","0.4",".",".","."
"Special","","17","4.000","94.1",".",".",".",".",".",".",".",".",".","",".",".","5.9",".",".","."
"Graduate","","516","3.920","63.4","4.8","2.3","0.4",".",".",".","9.5","0.2","16.1","",".","1.0","1.2",".","1.0","."
"","Dept. Total","1914","3.890","69.3","5.9","2.3","0.5","0.4","0.1","0.3","2.6","0.1","17.3","",".","0.3","0.7",".","0.3","."
