"ALS","","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","288","3.223","49.0","6.9","12.2","3.5","8.0","2.4","0.7","9.7","",".","6.6","",".","1.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","","100.0","",".",".","",".",".",".","."
"Sophomore","","16","3.211","18.8",".","18.8",".","6.3",".",".",".","",".","56.3","",".",".","",".",".",".","."
"Junior","","44","2.811","29.5","11.4","20.5","2.3","15.9","4.5","2.3",".","",".","13.6","",".",".","",".",".",".","."
"Senior","","148","3.234","58.1","8.1","15.5","6.1","9.5","2.0","0.7",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","212","3.145","48.1","8.0","16.5","4.7","10.4","2.4","0.9",".","",".","9.0","",".",".","",".",".",".","."
"Special","","6","3.350","50.0","33.3",".",".",".","16.7",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","70","3.892","51.4","1.4",".",".","1.4","1.4",".","40.0","",".",".","",".","4.3","",".",".",".","."
"","Dept. Total","288","3.223","49.0","6.9","12.2","3.5","8.0","2.4","0.7","9.7","",".","6.6","",".","1.0","",".",".",".","."
