"Research or Thesis","Course Total","37","",".",".",".",".",".",".",".","89.2","",".",".","",".","8.1","2.7",".",".","."
"","999
004","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
081","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"ED PSYCH
315","Dept. Total","1389","3.786","74.9","11.3","6.0","2.5","1.2","0.4","0.4","2.5","",".",".","",".","0.4","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.167",".","66.7","16.7",".","16.7",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","235","3.553","57.4","20.0","9.8","8.5","1.7","1.7","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","265","3.765","72.5","14.0","9.4","3.0","1.1",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","352","3.740","73.0","13.9","8.2","1.7","2.3",".","0.9",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","858","3.692","68.1","16.0","9.1","4.0","1.9","0.5","0.6",".","",".",".","",".",".",".",".",".","."
"Special","","18","3.827","77.8","11.1","11.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","518","3.953","85.5","3.5","0.6","0.2",".","0.2","0.2","6.8","",".","1.0","",".","1.2","1.0",".",".","."
"","Dept. Total","1394","3.786","74.7","11.3","6.0","2.5","1.1","0.4","0.4","2.5","",".","0.4","",".","0.4","0.4",".",".","."
