"","990
032","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
040","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
045","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","26","",".",".",".",".",".",".","",".","73.1","",".",".","",".","26.9","",".",".",".","."
"DY SCI
292","Dept. Total","187","3.773","71.7","4.8","5.3","1.6","2.1","0.5","",".","10.2","",".",".","",".","3.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","19","3.854","84.2","10.5",".",".","5.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","42","3.761","83.3","2.4","7.1","4.8","2.4",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","68","3.736","77.9","8.8","8.8",".","2.9","1.5","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","134","3.760","80.6","6.7","7.5","1.5","3.0","0.7","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","51","3.864","47.1",".",".","2.0",".",".","",".","37.3","",".",".","",".","13.7","",".",".",".","."
"","Dept. Total","187","3.773","71.7","4.8","5.3","1.6","2.1","0.5","",".","10.2","",".",".","",".","3.7","",".",".",".","."
