"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","360
014","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
015","18","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
016","17","3.559","29.4","58.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","360
017","19","3.447","10.5","73.7","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
018","18","3.333",".","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","360
019","16","3.688","43.8","50.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
021","19","3.737","52.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
022","18","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
023","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
024","18","3.417","72.2","5.6","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","360
025","19","3.658","31.6","68.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
026","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
027","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
028","18","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
029","18","3.556","44.4","38.9","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","360
030","17","3.618","52.9","29.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","360
031","20","3.450","45.0","35.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","360
033","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
034","20","3.700","55.0","40.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","360
035","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
100","18","3.444","44.4","22.2","27.8",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"Workplace Communication","Course Total","608","3.675","52.5","38.0","6.1","2.0","0.5","0.5","0.5",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","64","3.446","35.9","18.8","9.4","1.6","1.6","3.1","1.6",".",".",".",".",".",".","28.1",".","."
"Case Interview Analysis","370
001","57","3.991","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Leadership","400
001","8","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Machine Learning-BusAnalytics","656
001","38","3.526","36.8","36.8","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Data to Decisions","704
051","25","3.520","28.0","48.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
020","41","3.890","87.8","2.4","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
021","41","3.976","97.6",".","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Integrity and Society","Course Total","82","3.933","92.7","1.2","6.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Role of Business in Society","713
050","26","3.865","80.8","11.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Corporate Governance","714
040","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Data Visualization","720
050","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consulting Practicum","725
020","84","3.720","54.8","35.7","8.3","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"Expmnts CausMthds-BusAnalytics","740
050","15","3.633","53.3","20.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","745
010","66","3.811","81.8","3.0","12.1","1.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"","745
080","45","3.922","88.9","6.7","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Robotic Process Automation","Course Total","111","3.875","84.7","4.5","9.0","0.9","0.9",".",".",".",".",".",".",".",".",".",".","."
"","746
010","75","3.847","78.7","13.3","6.7","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"","746
080","44","3.989","97.7","2.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
