"TERM : 1254","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2024-2025","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"AMERICAN INDIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","",""
"AMER IND
140","Dept. Total","446","3.709","65.9","19.7","5.8","2.9","1.3","0.7","0.9","1.8","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","106","3.604","57.5","25.5","8.5","4.7","0.9","1.9","0.9",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","171","3.756","69.0","22.2","4.7","1.8","0.6",".","1.2",".","",".",".","",".","",".","0.6",".",".","."
"Junior","","72","3.641","66.7","15.3","8.3","2.8","2.8","1.4","1.4",".","",".",".","",".","",".","1.4",".",".","."
"Senior","","84","3.801","76.2","14.3","2.4","3.6","2.4",".",".",".","",".",".","",".","",".","1.2",".",".","."
"Undergraduates","","433","3.708","67.2","20.3","5.8","3.0","1.4","0.7","0.9",".","",".",".","",".","",".","0.7",".",".","."
"Special","","10","3.500","10.0",".","10.0",".",".",".",".","80.0","",".",".","",".","",".",".",".",".","."
"Graduate","","3","***","","","","","","","","","","",".","",".","",".","33.3",".",".","."
"","Dept. Total","446","3.709","65.9","19.7","5.8","2.9","1.3","0.7","0.9","1.8","",".",".","",".","",".","0.9",".",".","."
