"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","512","3.958","92.6","4.7","1.6","0.2","",".","",".","",".","",".","",".",".","",".","",".","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.741","66.7","20.0","13.3",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","105","3.955","91.4","5.7","1.9",".","",".","",".","",".","",".","",".",".","",".","",".","1.0",".",".","."
"Junior","","96","3.937","90.6","6.3","2.1",".","",".","",".","",".","",".","",".",".","",".","",".","1.0",".",".","."
"Senior","","139","3.979","96.4","2.9",".","0.7","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","370","3.942","91.1","5.9","2.2","0.3","",".","",".","",".","",".","",".",".","",".","",".","0.5",".",".","."
"Special","","2","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","140","3.989","96.4","1.4",".",".","",".","",".","",".","",".","",".",".","",".","",".","2.1",".",".","."
"","Dept. Total","512","3.958","92.6","4.7","1.6","0.2","",".","",".","",".","",".","",".",".","",".","",".","1.0",".",".","."
