"MILITARY SCIENCE","Section","#","Ave","A","AB","","B","","BC","","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","9","3.444","77.8",".","","",".",".","","11.1","11.1","",".",".","",".","",".",".","",".","","",".",".",".","."
"","102
002","5","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","102
003","7","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Basic Leadership","Course Total","21","3.762","90.5","",".","",".","",".","4.8","4.8","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 1B","111
111","17","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","202
001","16","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","202
002","6","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Teamwork","Course Total","22","4.000","100.0","",".","",".","",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 2B","211
211","15","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Ethics","302
001","16","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 3B","311
001","16","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Officership","402
001","15","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 4B","411
001","14","4.000","100.0",".","","",".",".","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"MIL SCI
644","Dept. Total","136","3.974","98.5","",".","",".","",".","0.7","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.706","85.7","",".","",".","",".","7.1","7.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","38","4.000","100.0","",".","",".","",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","24","4.000","100.0","",".","",".","",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","58","4.000","100.0","",".","",".","",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","134","3.973","98.5","",".","",".","",".","0.7","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","136","3.974","98.5","",".","",".","",".","0.7","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
