"Modern Jewish Thought","423
001","6","3.833","66.7","33.3",".",".",".",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Muslims and Jews","462
001","8","3.786","75.0",".",".","12.5",".",".","",".","12.5",".","",".",".","",".","","",".",".",".","."
"Directed Study","699
001","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"JEWISH
510","Dept. Total","145","3.759","66.2","19.3","3.4","2.8","1.4","0.7","",".","6.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.615","52.6","31.6","5.3","10.5",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","63","3.714","66.7","23.8","3.2","1.6","3.2","1.6","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.854","76.7","16.7","6.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","24","3.893","83.3","8.3",".","4.2",".",".","",".","4.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","136","3.758","69.9","20.6","3.7","2.9","1.5","0.7","",".","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","8","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","145","3.759","66.2","19.3","3.4","2.8","1.4","0.7","",".","6.2","",".",".","",".","",".","",".",".",".","."
