"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","15949","3.525","50.6","19.0","12.5","5.4","3.2","1.0","0.4","5.7","0.0","1.0","",".","0.8","0.1","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","254","3.483","65.4","14.2","8.3","3.1","3.5","2.8","1.2",".",".",".","",".",".","0.8","0.8",".","."
"Sophomore","","1827","3.558","64.1","15.4","10.5","5.0","2.2","1.1","0.7",".",".","0.1","",".",".","0.1","0.8",".","."
"Junior","","3457","3.411","50.7","19.6","14.9","7.5","4.8","1.3","0.6",".",".","0.2","",".",".","0.1","0.2",".","."
"Senior","","7596","3.510","52.0","21.6","14.5","6.1","3.6","1.1","0.3","0.1",".","0.6","",".",".","0.1","0.0","0.0","."
"Undergraduates","","13134","3.490","53.6","20.1","13.9","6.2","3.7","1.2","0.5","0.0",".","0.4","",".",".","0.1","0.2","0.0","."
"Special","","156","3.394","51.9","16.0","7.1","5.1","3.2","3.8","3.2","6.4",".","1.3","",".",".",".","0.6","1.3","."
"Graduate","","3198","3.763","43.9","11.7","5.0","1.0","0.3","0.1","0.1","30.1","0.3","3.5","",".","3.8","0.2","0.1","0.1","."
"Prof Yr 3","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","4","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"","College Total","16492","3.525","51.7","18.4","12.1","5.2","3.1","1.0","0.4","6.0","0.0","1.0","",".","0.7","0.1","0.2","0.0","."
