"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","",""
"102","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"102","002","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","Course Total","10","3.400","60.0","20.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"112
Second Semester Swedish","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"122
Second Semester Danish","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"202
Second Year Norwegian","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"212
Second Year Swedish","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"222
Second Year Danish","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"345
The Nordic Storyteller","001","13","3.800","53.8","15.4","7.7",".",".",".",".","23.1",".",".",".",".",".",".",".","."
"374
Scand Lit-the 20th Century","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401
Contemporary Scand Langs","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"404","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"404","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"404","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Languages of Northern Europe","Course Total","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"408
Intermediate Old Norse","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"411
Areas in Scandinavian Lit","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"432
History-Scand Since 1815","001","12","3.833","66.7",".",".","8.3",".",".",".","25.0",".",".",".",".",".",".",".","."
"436","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"436","002","10","3.938","70.0","10.0",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Topics-Scandinavian Literature","Course Total","15","3.846","60.0","26.7",".",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"450
Scand Decadence-European Cntxt","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"901
Seminar in Special Topics","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","",""
