"","990
039","5","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
040","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
041","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","39","",".",".",".",".",".","",".","",".","41.0","2.6",".","",".","56.4","",".",".",".","."
"PL PATH
766","Dept. Total","226","3.838","65.0","11.1","2.2","1.3","0.4","",".","",".","8.8","0.4",".","",".","9.7","",".","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.471","50.0","33.3",".",".","16.7","",".","",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","24","3.929","91.7","4.2","4.2",".",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"Junior","","52","3.888","86.5","9.6","1.9","1.9",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"Senior","","64","3.795","70.3","21.9","3.1","3.1",".","",".","",".",".",".",".","",".",".","",".",".","1.6","."
"Undergraduates","","146","3.828","78.8","15.1","2.7","2.1","0.7","",".","",".",".",".",".","",".",".","",".",".","0.7","."
"Special","","4","***","","","","","","","","","","","",".","",".",".","",".","25.0",".","."
"Graduate","","76","3.898","42.1","3.9","1.3",".",".","",".","",".","22.4","1.3",".","",".","28.9","",".",".",".","."
"","Dept. Total","226","3.838","65.0","11.1","2.2","1.3","0.4","",".","",".","8.8","0.4",".","",".","9.7","",".","0.4","0.4","."
