"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Milton","434
001","","26","3.885","80.8","15.4","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in 19th-Century Brit Lit","444
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","461
001","","29","3.946","86.2","10.3",".",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"","461
002","","29","3.679","44.8","44.8","3.4","3.4",".",".",".",".",".",".",".",".","3.4",".",".","."
"Topic-Ethnic&Multicultr Lit","Course Total","","58","3.813","65.5","27.6","1.7","1.7",".",".",".",".",".",".",".",".","3.4",".",".","."
"Asian Amer Women Writers","464
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Adv Poetry","509
002","","14","3.393","64.3","21.4",".",".",".","7.1","7.1",".",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","515
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"English Grammar in Use","516
001","","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","520
001","","16","3.500","50.0","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","533
001","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","533
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Lit and Environment","Course Total","","38","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Travel Writing before 1800","546
001","","15","3.733","60.0","33.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","616
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","616
002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching of Reading","Course Total","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","617
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","617
002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching of Writing","Course Total","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","618
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","618
002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching Pronunciation","Course Total","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","651
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","651
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics Theatre Perf. Rsch.","Course Total","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"Selected Topics:Afro-Am Lit","672
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Project","680
156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","682
106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","695
001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","695
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","695
003","","9","3.667","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","695
004","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","695
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","695
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","41","3.878","85.4","9.8","2.4",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"","699
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
113","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 247 of 486",""
