"L&S","","","","","","","","","","","","","","","","","","","",""
"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"ZOOLOGY
970","Dept. Total","1577","3.273","48.9","11.0","16.4","5.1","7.1","4.9","1.1","4.8","0.1",".","",".","0.1","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","2.260","9.9","15.5","22.5","5.6","15.5","22.5","8.5",".",".",".","",".",".",".",".",".","."
"Sophomore","","290","3.076","33.8","12.1","23.4","9.3","13.4","7.6",".",".",".",".","",".",".","0.3",".",".","."
"Junior","","417","3.213","43.6","13.4","20.4","6.5","7.2","6.2","2.2",".",".",".","",".",".","0.5",".",".","."
"Senior","","663","3.538","65.5","10.3","12.8","3.3","4.7","2.0","0.5",".",".",".","",".","0.3","0.8",".",".","."
"Undergraduates","","1441","3.260","50.0","11.8","17.6","5.6","7.7","5.3","1.2",".",".",".","",".","0.1","0.6",".",".","."
"Special","","19","3.316","10.5",".","15.8",".","5.3",".",".","63.2",".",".","",".",".","5.3",".",".","."
"Graduate","","116","3.921","40.5","2.6","0.9",".",".",".",".","55.2","0.9",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1577","3.273","48.9","11.0","16.4","5.1","7.1","4.9","1.1","4.8","0.1",".","",".","0.1","0.6",".",".","."
