"L&S","","","","","","","","","","","","","","","","","","","","",""
"PUBLIC AFFAIRS & PUBLIC POLI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","",""
"PUB AFFR
Dept. Total
826","718","3.772","67.4","21.3","6.1","1.5","1.1","0.1","0.1","1.9","",".",".","",".","",".","0.3",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","19","3.342","42.1","21.1","15.8","5.3","15.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","103","3.723","62.1","26.2","7.8","1.9","1.9",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","164","3.797","70.1","22.6","4.3","1.8",".","0.6",".",".","",".",".","",".","",".","0.6",".",".","."
"Senior","254","3.813","75.6","17.3","4.3","1.2","1.2",".","0.4",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","540","3.774","70.2","20.7","5.4","1.7","1.5","0.2","0.2",".","",".",".","",".","",".","0.2",".",".","."
"Special","5","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","163","3.780","62.0","20.9","8.0","1.2",".",".",".","7.4","",".",".","",".","",".","0.6",".",".","."
"Prof Yr 3","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","6","3.700","33.3","50.0",".",".",".",".",".","16.7","",".",".","",".","",".",".",".",".","."
"Professionals","10","3.750","40.0","40.0",".",".",".",".",".","20.0","",".",".","",".","",".",".",".",".","."
"Dept. Total","718","3.772","67.4","21.3","6.1","1.5","1.1","0.1","0.1","1.9","",".",".","",".","",".","0.3",".",".","."
