"","990
096","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
099","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
100","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","58","",".",".",".",".",".",".",".","56.9","",".",".","",".","43.1",".",".",".","."
"MICROBIO
192","Dept. Total","2074","3.528","55.1","14.5","16.6","5.3","4.1","0.5","0.6","1.6","",".",".","",".","1.2","0.2","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.070","26.8","17.1","29.3","14.6","7.3","2.4","2.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","261","3.430","43.7","20.3","21.5","9.6","4.2","0.8",".",".","",".",".","",".",".",".",".",".","."
"Junior","","553","3.435","50.1","15.2","19.5","7.6","6.1","0.2","1.1",".","",".",".","",".",".","0.2",".",".","."
"Senior","","967","3.589","60.5","14.6","16.2","3.7","3.6","0.6","0.4",".","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","1822","3.504","54.2","15.6","18.3","6.0","4.6","0.5","0.6",".","",".",".","",".",".","0.2",".",".","."
"Special","","15","2.717","13.3","6.7","20.0",".","13.3",".","6.7","6.7","",".",".","",".",".",".","13.3","20.0","."
"Graduate","","231","3.861","64.1","6.5","3.9","0.4","0.4",".",".","14.3","",".",".","",".","10.4",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","100.0",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","6","4.000","83.3",".",".",".",".",".",".",".","",".",".","",".","16.7",".",".",".","."
"","Dept. Total","2074","3.528","55.1","14.5","16.6","5.3","4.1","0.5","0.6","1.6","",".",".","",".","1.2","0.2","0.1","0.1","."
