"L&S","","","","","","","","","","","","","","","","","","","","",""
"ASIAN LANG & CULTURE: LANG Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","",""
"ASIALANG
Dept. Total
186","653","3.717","70.4","12.9","9.2","2.1","2.5","0.6","0.5","1.7","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","30","3.615","60.0","13.3","16.7","10.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","129","3.719","67.4","17.1","10.1","1.6","1.6","1.6",".","0.8","",".",".","",".","",".",".",".",".","."
"Junior","177","3.628","64.4","14.1","12.4","3.4","4.0","0.6","0.6",".","",".",".","",".","",".","0.6",".",".","."
"Senior","236","3.783","78.8","10.2","5.5","1.3","2.5","0.4","0.4","0.8","",".",".","",".","",".",".",".",".","."
"Undergraduates","572","3.709","70.8","13.1","9.3","2.4","2.6","0.7","0.3","0.5","",".",".","",".","",".","0.2",".",".","."
"Special","30","3.694","56.7","6.7","16.7",".","3.3",".",".","16.7","",".",".","",".","",".",".",".",".","."
"Graduate","51","3.825","74.5","13.7","3.9",".",".",".","2.0","5.9","",".",".","",".","",".",".",".",".","."
"Dept. Total","653","3.717","70.4","12.9","9.2","2.1","2.5","0.6","0.5","1.7","",".",".","",".","",".","0.2",".",".","."
