"L&S","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1849","3.748","62.3","17.6","6.5","1.1","0.9","0.5","0.4","1.8","",".","7.9","0.1","0.3","0.4","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Freshmen","107","3.470","56.1","18.7","13.1","3.7","2.8","1.9","3.7",".","",".",".",".",".",".",".",".","."
"Sophomore","401","3.753","65.3","19.7","9.0","1.0","0.7","0.2",".",".","",".","3.5","0.2",".","0.2",".",".","."
"Junior","496","3.719","59.9","21.0","8.7","1.2","0.6","0.4","0.4",".","",".","7.5",".",".","0.4",".",".","."
"Senior","719","3.796","65.6","16.6","3.6","0.8","1.0","0.6","0.3","0.6","",".","10.7",".","0.1","0.1",".",".","."
"Undergraduates","1723","3.741","63.3","18.7","6.9","1.2","0.9","0.5","0.5","0.2","",".","7.4","0.1","0.1","0.2",".",".","."
"Special","10","3.435","30.0","20.0","10.0","10.0",".",".",".",".","",".",".",".",".",".","10.0","20.0","."
"Graduate","116","3.982","50.0","1.7",".",".",".",".",".","25.9","",".","15.5",".","4.3","2.6",".",".","."
"Dept. Total","1849","3.748","62.3","17.6","6.5","1.1","0.9","0.5","0.4","1.8","",".","7.9","0.1","0.3","0.4","0.1","0.1","."
