"","999
022","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
036","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","",""
"CIV ENGR
240","Dept. Total","1430","3.567","55.0","16.9","12.5","3.8","3.4","0.5","0.7","6.2","0.1","0.1","",".","0.7","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.333","60.0","13.3","13.3",".",".","6.7","6.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","95","3.624","64.2","17.9","9.5","3.2","4.2",".","1.1",".",".",".","",".",".",".",".",".","."
"Junior","","202","3.463","53.0","18.3","16.8","5.4","3.0","1.0","2.0",".",".",".","",".",".","0.5",".",".","."
"Senior","","801","3.528","53.2","20.6","15.4","5.1","4.6","0.5","0.5","0.1",".",".","",".",".",".",".",".","."
"Undergraduates","","1113","3.521","54.2","19.9","15.1","4.9","4.2","0.6","0.9","0.1",".",".","",".",".","0.1",".",".","."
"Special","","11","3.629","54.5","9.1","9.1",".","9.1",".",".","9.1",".",".","",".",".",".",".","9.1","."
"Graduate","","306","3.884","57.8","6.5","3.3",".",".",".",".","28.1","0.3","0.7","",".","3.3",".",".",".","."
"","Dept. Total","1430","3.567","55.0","16.9","12.5","3.8","3.4","0.5","0.7","6.2","0.1","0.1","",".","0.7","0.1",".","0.1","."
