"","999
045","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
065","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
082","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"PHILOS
736","Dept. Total","1873","3.625","59.0","20.0","10.6","3.3","2.0","1.3","0.6","2.0","",".",".","",".","0.4","0.3","0.3","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.462","46.2","20.9","19.8","9.9","2.2",".","1.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","550","3.627","60.0","21.6","10.5","4.2","2.0","0.9","0.7",".","",".",".","",".",".",".",".",".","."
"Junior","","522","3.618","59.6","20.7","12.1","2.3","2.7","1.3","0.6","0.2","",".",".","",".",".","0.2","0.4",".","."
"Senior","","583","3.633","61.2","21.3","9.4","3.1","1.7","2.1","0.3","0.3","",".",".","",".",".","0.2","0.2","0.2","."
"Undergraduates","","1746","3.617","59.6","21.2","11.1","3.6","2.1","1.4","0.6","0.2","",".",".","",".",".","0.1","0.2","0.1","."
"Special","","32","3.459","25.0",".","6.3",".",".",".","3.1","50.0","",".",".","",".",".",".","6.3","9.4","."
"Graduate","","95","3.917","61.1","5.3","3.2",".",".",".",".","20.0","",".",".","",".","7.4","3.2",".",".","."
"","Dept. Total","1873","3.625","59.0","20.0","10.6","3.3","2.0","1.3","0.6","2.0","",".",".","",".","0.4","0.3","0.3","0.2","."
