"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ASIAN LANGUAGES AND CULTU Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"185
ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Gateway to Asia Special Topics","100","001","","88","3.341","33.0","33.0","18.2","3.4","4.5","3.4","1.1","3.4",".",".",".",".",".",".",".","."
"Art/Sci of Human Flourishing","120","001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"South Asian Architectural Hist","179","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Asia Enchanted","236","001","","89","3.652","76.4","10.1","4.5","3.4",".","2.2","3.4",".",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","","9","3.778","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Intro East Asian Civilizations","255","001","","24","3.667","75.0","8.3","12.5",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Tibetan Cultures & Traditions","268","001","","55","3.982","98.2",".","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","001","","14","3.269","57.1",".","7.1","21.4",".",".","7.1",".",".",".",".",".",".","7.1",".","."
"","300","002","","25","3.750","68.0","24.0",".",".",".","4.0",".","4.0",".",".",".",".",".",".",".","."
"","300","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Asian Studies","","Course Total","","40","3.539","62.5","15.0","2.5","7.5","2.5","2.5","2.5","2.5",".",".",".",".",".","2.5",".","."
"Social Studies Topics in EAS","301","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Buddhism","308","001","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Vietnam Wars","319","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Change in Contemp S Korea","336","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey of Modern Chinese Lit","352","001","","72","3.312","47.2","22.2","6.9","4.2","8.3","2.8","4.2","2.8",".",".",".",".","1.4",".",".","."
"","360","001","","54","3.604","55.6","20.4","11.1","9.3","1.9",".",".",".",".",".",".",".","1.9",".",".","."
"","360","002","","19","3.632","68.4",".","26.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Topics in Asian Literature","","Course Total","","73","3.611","58.9","15.1","15.1","6.8","2.7",".",".",".",".",".",".",".","1.4",".",".","."
"Korean Cinema","374","001","","23","3.696","78.3",".","17.4",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"Southeast Asian Literature","403","001","","89","3.977","97.8",".",".",".","1.1",".",".",".",".",".",".",".","1.1",".",".","."
"Gods and Goddesses of South As","405","001","","12","3.591","58.3",".","25.0","8.3",".",".",".",".",".",".",".",".","8.3",".",".","."
"Visual Cultures of India","428","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Chinese Linguistics","432","001","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The History of Yoga","460","001","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Perfectible Body","505","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdgs Modern Japanese Lit","563","001","","10","3.650","70.0","10.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","630","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630","002","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar: Cultures of Asia","","Course Total","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Studies in Chinese Linguistics","632","001","","12","3.636","50.0","16.7","25.0",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"History of Chinese Lit II","642","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","682","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
