"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
003","13","3.192","30.8",".","53.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.306","33.3","16.7","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","15","3.400","40.0","20.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
006","17","3.265","41.2","5.9","23.5","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
007","15","3.179","33.3",".","33.3","20.0","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"","344
008","17","3.206","29.4","17.6","23.5","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
009","12","3.250","25.0","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
010","17","3.176","23.5","17.6","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
011","14","2.964","28.6",".","35.7","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","344
012","13","3.346","38.5","23.1","30.8",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.188","25.0","31.3","12.5","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
014","15","3.167","20.0","13.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","15","3.200","13.3","33.3","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
016","17","3.206","29.4","5.9","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","15","3.067","13.3","13.3","60.0",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
018","13","3.192","23.1","15.4","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
019","17","3.294","35.3","23.5","11.8","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
020","16","3.406","37.5","37.5",".","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
021","17","3.324","29.4","23.5","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
022","16","3.219","25.0","12.5","43.8","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","14","2.893","21.4",".","50.0","21.4",".",".","7.1",".",".",".",".",".",".",".",".","."
"","344
024","16","3.188","12.5","37.5","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
027","15","3.400","46.7","6.7","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
028","15","3.300","40.0","13.3","20.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
029","15","3.267","40.0","6.7","26.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
030","16","3.031","12.5","12.5","43.8","31.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
031","14","3.071","28.6",".","35.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
032","17","3.265","29.4","11.8","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
033","12","3.333","41.7",".","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
034","17","3.235","35.3","17.6","17.6","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
037","17","3.500","52.9","11.8","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","509","3.230","30.6","15.3","31.0","16.9","5.1","0.6","0.2",".",".",".",".",".","0.2",".",".","."
"","345
001","108","2.824","26.9","7.4","25.0","11.1","20.4","5.6","3.7",".",".",".",".",".",".",".",".","."
"","345
002","197","2.860","22.3","13.7","27.4","6.1","23.9","3.6","3.0",".",".",".",".",".",".",".",".","."
"","345
003","113","2.754","20.4","5.3","36.3","8.0","17.7","8.8","2.7",".",".",".",".",".","0.9",".",".","."
"","345
004","12","3.542","50.0","16.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","345
005","207","3.083","31.4","12.6","28.5","4.8","17.9","3.9","0.5",".",".",".",".",".","0.5",".",".","."
"","345
006","193","2.828","22.8","13.5","25.4","7.3","21.2","6.2","3.1",".",".",".",".",".","0.5",".",".","."
"Organic Chemistry II","Course Total","830","2.899","25.4","11.4","28.1","7.0","20.1","5.2","2.4",".",".",".",".",".","0.4",".",".","."
"Machine Learning in Chemistry","361
001","16","3.967","87.5","6.3",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"Industrial Chem and Business","505
001","9","2.444","11.1","11.1","11.1","33.3","22.2",".","11.1",".",".",".",".",".",".",".",".","."
"Advanced Inorganic Chemistry","511
001","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
