"","990
112","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
150","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
203","4","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","72","",".",".",".",".","",".","",".","",".","95.8","",".",".","",".","1.4",".",".","2.8","."
"NTP
682","Dept. Total","245","3.838","33.5","3.7","3.3","0.4","",".","",".","",".","57.6","",".",".","",".","0.4","0.4",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Senior","","47","3.917","87.2","6.4","4.3",".","",".","",".","",".",".","",".",".","",".",".","2.1",".",".","."
"Undergraduates","","50","3.921","88.0","6.0","4.0",".","",".","",".","",".",".","",".",".","",".",".","2.0",".",".","."
"Special","","5","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","181","3.773","17.7","3.3","2.2","0.6","",".","",".","",".","74.6","",".",".","",".","0.6",".",".","1.1","."
"Prof Yr 2","","3","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","6","4.000","33.3",".",".",".","",".","",".","",".","66.7","",".",".","",".",".",".",".",".","."
"Professionals","","9","3.667","22.2",".","11.1",".","",".","",".","",".","66.7","",".",".","",".",".",".",".",".","."
"","Dept. Total","245","3.838","33.5","3.7","3.3","0.4","",".","",".","",".","57.6","",".",".","",".","0.4","0.4",".","0.8","."
