"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTEREGR
496","Dept. Total","733","3.758","67.4","22.5","7.1","1.8","0.5","0.1","0.3","",".","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.969","95.8",".","1.4",".",".",".",".","",".","",".",".","",".","",".",".","2.8",".","."
"Sophomore","","374","3.927","91.7","3.5","0.8",".",".",".",".","",".","",".",".","",".","",".",".","4.0",".","."
"Junior","","277","3.694","80.1","11.9","4.3","1.4",".",".","0.4","",".","",".",".","",".","",".","0.4","1.4",".","."
"Senior","","410","3.691","59.0","28.3","8.8","2.2","1.0","0.2","0.2","",".","",".",".","",".","",".",".","0.2",".","."
"Undergraduates","","1132","3.750","77.3","14.3","4.6","1.1","0.4","0.1","0.2","",".","",".",".","",".","",".","0.1","1.9",".","."
"Graduate","","34","3.949","91.2","8.8",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1166","3.758","77.7","14.2","4.5","1.1","0.3","0.1","0.2","",".","",".",".","",".","",".","0.1","1.9",".","."
