"","990
023","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
030","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","6","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"E M A
346","Dept. Total","1526","3.210","34.7","22.5","20.8","10.7","6.6","2.9","0.8","0.9","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","2.946","14.3","25.0","32.1","14.3","7.1","3.6","3.6",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","436","3.226","32.6","25.9","21.3","9.9","5.5","3.2","1.4",".","",".",".","",".","",".","0.2",".",".","."
"Junior","","647","3.159","34.6","20.9","21.2","11.9","7.9","2.9","0.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","336","3.246","36.6","21.4","21.7","10.4","6.8","2.4","0.3",".","",".",".","",".","",".","0.3",".",".","."
"Undergraduates","","1447","3.196","34.1","22.6","21.6","11.0","6.9","2.9","0.8",".","",".",".","",".","",".","0.1",".",".","."
"Special","","15","3.143","46.7","13.3",".","13.3","6.7","13.3",".","6.7","",".",".","",".","",".",".",".",".","."
"Graduate","","64","3.667","46.9","21.9","7.8","3.1",".",".",".","20.3","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1526","3.210","34.7","22.5","20.8","10.7","6.6","2.9","0.8","0.9","",".",".","",".","",".","0.1",".",".","."
