"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"621","072","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","073","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","078","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","079","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"621","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","088","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mentored Research and Seminar","Course Total","","254","3.977","96.5","1.6","0.8",".",".","0.4",".",".",".",".",".",".","0.8",".",".","."
"682","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"686
Senior Thesis Seminar in Psych","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"692","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 337 of 486",""
