"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","17886","3.763","75.8","8.4","4.8","1.8","2.0","0.6","0.6","2.0","0.0","3.0","",".","0.3","0.4","0.0","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","627","3.678","71.6","13.9","6.9","2.2","3.3","0.8","1.0",".",".",".","",".",".","0.3",".",".","."
"Sophomore","","2826","3.759","79.8","9.9","4.4","2.3","2.3","0.5","0.7",".",".",".","",".",".","0.1","0.0",".","."
"Junior","","3835","3.698","76.1","8.6","6.5","2.4","2.6","0.9","0.9","0.0",".","1.8","",".",".","0.3",".",".","."
"Senior","","6969","3.739","75.8","9.5","5.5","2.1","2.3","0.8","0.6","0.2","0.0","2.9","",".",".","0.1","0.0",".","."
"Undergraduates","","14257","3.730","76.5","9.5","5.6","2.2","2.4","0.8","0.7","0.1","0.0","1.9","",".",".","0.2","0.0",".","."
"Special","","251","3.697","46.6","7.6","5.2","1.6","0.4","0.4","0.8","27.9",".","1.6","",".","0.4","0.4","0.4","6.8","."
"Graduate","","3375","3.939","74.8","3.8","1.4","0.2","0.1","0.1","0.1","8.2","0.1","8.1","",".","1.5","1.2",".","0.3","."
"Prof Yr 2","","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","6","4.000","83.3",".",".",".",".",".",".",".",".","16.7","",".",".",".",".",".","."
"Professionals","","11","4.000","90.9",".",".",".",".",".",".",".",".","9.1","",".",".",".",".",".","."
"","College Total","17894","3.763","75.8","8.4","4.8","1.8","2.0","0.6","0.6","2.0","0.0","3.1","",".","0.3","0.4","0.0","0.2","."
