"","990
180","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
181","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
182","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","61","",".",".",".",".","",".","",".","",".","86.9","",".",".","",".","13.1","",".",".",".","."
"ONCOLOGY
700","Dept. Total","196","3.856","50.5","3.1","3.1","1.0","",".","",".","",".","37.8","",".",".","",".","4.1","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","12","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","45","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","64","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","6","4.000","16.7",".",".",".","",".","",".","",".","66.7","",".",".","",".",".","",".",".","16.7","."
"Graduate","","122","3.684","27.9","4.1","4.9","1.6","",".","",".","",".","54.9","",".",".","",".","6.6","",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","4","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","196","3.856","50.5","3.1","3.1","1.0","",".","",".","",".","37.8","",".",".","",".","4.1","",".",".","0.5","."
