"","990
077","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
079","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
088","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","34","",".",".",".",".",".",".",".","97.1",".",".","",".","2.9",".",".",".","."
"M E
612","Dept. Total","3330","3.553","52.0","17.9","14.2","5.3","2.7","1.0","0.4","5.9","0.1","0.2","",".","0.3","0.1",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.609","63.8","19.1","4.3","2.1","4.3","4.3",".",".",".",".","",".",".","2.1",".",".","."
"Sophomore","","307","3.862","83.7","9.8","4.6","1.3",".",".","0.7",".",".",".","",".",".",".",".",".","."
"Junior","","539","3.453","51.4","18.7","17.1","6.5","4.5","1.1","0.7",".",".",".","",".",".",".",".",".","."
"Senior","","1965","3.507","50.6","20.7","17.6","6.5","3.1","1.3","0.3",".",".",".","",".",".","0.1",".","0.1","."
"Undergraduates","","2858","3.537","54.5","19.1","15.9","5.8","3.0","1.2","0.4",".",".",".","",".",".","0.1",".","0.0","."
"Special","","17","3.327","41.2","17.6","23.5","5.9","11.8",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","528","3.755","31.6","9.1","2.8","1.3","0.2","0.2","0.2","50.8","0.6","0.9","",".","2.1","0.2",".",".","."
"","Dept. Total","3403","3.553","50.9","17.5","13.9","5.1","2.6","1.0","0.4","7.9","0.1","0.1","",".","0.3","0.1",".","0.0","."
