"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Advanced Ceramics I","524
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Etching/Intaglio","526
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio II","529
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Life Drawing I","532
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Wood Working","534
001","","10","3.500","80.0",".","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Advanced Serigraphy","536
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Watercolor I","542
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal I","544
001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Publication Design","546
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics: Advanced Level","548
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Glassworking","554
001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis","560
001","","12","3.625","66.7","8.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","575
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","575
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"User Experience for Design","Course Total","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Photography","576
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Drawing II","612
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","622
001","","11","3.773","81.8",".","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","622
002","","12","3.792","83.3",".","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Undergrad Painting Workshp","Course Total","","23","3.783","82.6",".","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics II","624
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","629
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","629
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","629
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","629
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio III","Course Total","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer Augmented Printmaking","636
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal II","644
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grad Intaglio Printmaking I","726
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","740
001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","740
002","","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GRD Interdisciplinary Critique","Course Total","","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","908
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","908
004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","","Page 80 of 486"
