"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","601
001","25","3.920","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
002","25","3.080","12.0","32.0","20.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","601
004","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
005","16","3.781","68.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
006","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
007","25","3.640","56.0","16.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
008","25","3.700","76.0","12.0","4.0",".","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","601
009","23","3.543","65.2","8.7","17.4","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","601
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","601
010","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
011","24","3.375","37.5","20.8","33.3","4.2",".","4.2",".",".",".",".",".",".",".",".",".","."
"","601
013","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
014","44","3.686","63.6","22.7",".","6.8","4.5",".",".",".",".",".",".",".","2.3",".",".","."
"Current Topics - Psychology","Course Total","306","3.707","69.0","14.4","9.8","4.2","1.3","0.7","0.3",".",".",".",".",".","0.3",".",".","."
"","607
001","25","3.880","92.0",".","4.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","607
002","24","3.896","91.7","4.2",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Intro to Psychotherapy","Course Total","49","3.888","91.8","2.0","2.0",".","4.1",".",".",".",".",".",".",".",".",".",".","."
"","621
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
004","6","3.964","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
008","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
009","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
014","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
015","14","3.947","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
017","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
022","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
035","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
039","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","16","3.879","81.3","6.3","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","621
045","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
047","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
053","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
058","8","3.684","87.5",".",".",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"","621
061","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
064","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
065","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
068","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","Page 336 of 486",""
