"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3562","3.739","68.0","14.4","8.3","3.4","1.2","0.2","0.1","2.0","",".","1.9","",".","0.2","0.1",".","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.944","90.0","10.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","58","3.911","87.9","6.9","5.2",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","46","3.833","80.4","13.0","4.3","2.2",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","165","3.826","81.8","10.3","6.1","0.6","0.6","0.6",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","279","3.844","83.2","10.0","5.4","0.7","0.4","0.4",".",".","",".",".","",".",".",".",".",".","."
"Special","","68","3.560","61.8","16.2","2.9","1.5","1.5","1.5","2.9","1.5","",".",".","",".",".",".",".","10.3","."
"Graduate","","534","3.874","61.4","8.6","2.6","0.6","0.2",".",".","13.3","",".","11.6","",".","1.1","0.6",".",".","."
"Prof Yr 1","","913","3.587","60.5","18.5","12.6","5.1","2.3","0.2",".",".","",".","0.7","",".",".","0.1",".",".","."
"Prof Yr 2","","681","3.632","63.3","18.6","12.3","4.8","0.7",".","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","731","3.656","69.6","16.1","7.8","4.7","1.6","0.1",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","356","3.936","92.4","4.2","2.5","0.6",".","0.3",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2681","3.716","67.9","16.0","9.9","4.3","1.4","0.1","0.0",".","",".","0.2","",".",".","0.0",".",".","."
"","College Total","3562","3.739","68.0","14.4","8.3","3.4","1.2","0.2","0.1","2.0","",".","1.9","",".","0.2","0.1",".","0.2","."
