"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","311
004","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","19","3.658","57.9","26.3","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","311
006","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","108","3.847","79.6","12.0","7.4",".","0.9",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","320
001","16","3.656","50.0","31.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","25","3.860","84.0","12.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","325
002","24","3.864","70.8","16.7","4.2",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","49","3.862","77.6","14.3","2.0",".","2.0",".",".","4.1",".",".",".",".",".",".",".","."
"","326
001","22","3.705","68.2","13.6","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","326
002","19","3.684","63.2","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","41","3.695","65.9","14.6","12.2","7.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","327
001","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Medical Spanish","328
001","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Business Area Study","359
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
002","25","3.840","76.0","20.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Spanish Phonetics","420
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture and the Environment","445
001","13","3.231","53.8","7.7","15.4","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","446
001","12","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
002","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Linguistics","Course Total","37","3.919","91.9",".","8.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit-Twentieth Century","453
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Mayas: Culture","455
001","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
001","23","3.804","73.9","13.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
002","18","3.917","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","468
00A","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","44","3.864","84.1","6.8","6.8","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"","469
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","469
002","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Latinx Culture","Course Total","39","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad-Hispanic Cultures","476
00A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Border & Race Studies","478
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Latin Am Perf/Visual Studies","480
001","17","3.853","82.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Hispanic Linguistics","630
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Writing for the Profession","771
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","802
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","802
002","6","3.000","16.7","16.7","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Smr-Spanish American Lit","Course Total","12","3.500","58.3","8.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Modern Spanish Lit","861
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
