"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"","245
003","","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
004","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
005","","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","","62","3.806","71.0","19.4","9.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature by Amer Ind Women","246
001","","15","3.733","66.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","248
001","","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","248
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","Course Total","","27","3.889","85.2","7.4","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","","57","3.921","86.0","12.3","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","314
001","","24","3.833","70.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","318
001","","28","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Language, Race, and Identity","319
001","","197","3.459","52.8","20.3","14.7","5.1","2.0","1.0","3.6","0.5",".",".",".",".",".",".",".","."
"Child Language","320
001","","28","3.714","78.6","7.1","7.1",".","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"The Sixteenth Century","328
001","","30","3.667","43.3","46.7","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"18th-Century Literature","334
001","","18","3.588","66.7","11.1","11.1",".",".",".","5.6",".",".",".",".",".","5.6",".",".","."
"Stage and Page in 18th Century","335
001","","22","3.773","72.7","18.2","4.5",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","350
001","","6","3.600","66.7",".",".",".","16.7",".",".",".",".",".",".",".","16.7",".",".","."
"","350
002","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Gender & Literature","Course Total","","18","3.706","61.1","22.2","5.6",".","5.6",".",".",".",".",".",".",".","5.6",".",".","."
"Modernist Novel","351
001","","23","3.587","43.5","34.8","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","27","3.704","66.7","29.6",".",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"","373
002","","27","3.519","55.6","22.2",".","11.1","3.7","3.7",".",".",".",".",".",".","3.7",".",".","."
"Contemporary Poetry","Course Total","","54","3.613","61.1","25.9",".","5.6","1.9","1.9","1.9",".",".",".",".",".","1.9",".",".","."
"Advanced Composition","400
001","","20","3.868","80.0","10.0",".","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"Race, Sex, and Texts","401
001","","36","4.000","97.2",".",".",".",".",".",".",".",".",".",".",".","2.8",".",".","."
"Creative Writing: Nonfiction","407
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","","14","3.679","64.3","21.4","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","408
002","","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
003","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","Course Total","","41","3.829","78.0","14.6","4.9",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"","409
002","","14","3.786","92.9",".",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"","409
003","","15","3.800","86.7",".","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Poetry","Course Total","","29","3.793","89.7",".","3.4",".","3.4","3.4",".",".",".",".",".",".",".",".",".","."
"Global Spread of English","414
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","415
001","","19","3.917","84.2","5.3","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Topics-English Lang & Linguis","420
002","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
