"","919
006","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
007","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
008","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Phase 3 Clinical","Course Total","","8","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
702","Dept. Total","","48","3.970","68.8","4.2","",".",".","",".","",".","",".","27.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","13","3.963","92.3","7.7","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.961","93.3","6.7","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","3.964","93.5","6.5","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","4","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","6","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","6","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","","12","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","48","3.970","68.8","4.2","",".",".","",".","",".","",".","27.1","",".",".","",".","",".","",".",".",".","."
