"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441","050","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","064","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","066","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","092","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","096","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","097","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","192","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","296","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adv Jazz Studio","Course Total","11","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"448
Fourth Year Composition","046","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","010","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","019","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","025","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","044","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","050","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","096","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior Recital","Course Total","6","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"505","018","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","044","4","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","045","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","Course Total","7","4.000","85.7","",".","",".",".","",".","",".","",".","",".","",".",".",".",".","14.3",".",".","."
"507
Masters Level-Flute","010","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"509
Masters Level-Oboe","059","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"511
Masters Level-Clarinet","019","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"513
Masters Level-Saxophone","049","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"519
Masters Level-Trumpet","063","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"521
Masters Level-Trombone","089","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"525
Masters Level-Tuba","035","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"527
Masters Level-Percussion","033","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531","025","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"531","084","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"532","022","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","038","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"537
Master's Level Double Bass","066","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"541","050","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"541","096","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"541","097","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level Jazz Studio","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"542
Advanced Accompanying","001","5","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","","","","","","","Page 320 of 486",""
