"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GENDER AND WOMENS STUDIE Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Topics in Gender and Health","539","001","28","3.196","46.4","17.9","14.3","7.1",".","10.7","3.6",".",".",".",".",".",".",".",".","."
"Intersectionality","547","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","560","001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","560","002","14","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gender and Education","","Course Total","27","3.907","88.9","3.7","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Smr in Gender & Wm St","640","001","25","3.920","92.0",".","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internship-Gender&Women's Std","660","001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Perspctv-Black Women Writng","677","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis II","682","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis I","691","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis II","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Directed Study","699","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics-Gender&Wmn Studies","720","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Feminist Theory & Criticism","737","001","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Independent Research","799","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Methods in GWS","800","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gender & Sexuality - Mass Comm","828","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Theorizing in GWS","830","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smnr:Topic-Gen & Women Studies","950","001","13","4.000","84.6",".",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"","999","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research","","Course Total","2","***","","","","","","","","","","","","","","","",""
