"","","Grades","GPA","","","","","","","","","","","","","","","",""
"495","INTEGART","","","","","","","","","","","","","","","","","",""
"","The Studio Presents","112
001
11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Entrepreneurship-Arts&CultOrgs","636
001
3","***","","","","","","","","","",".",".",".",".",".",".","."
"495","INTEGART","14
Dept. Total","3.850","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"495","INTEGART","","","","","","","","","","","","","","","","","",""
"","Freshmen","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","Sophomore","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Junior","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Senior","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Undergraduates","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Graduate","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","","Dept. Total
14","3.850","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
