"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","222
002","","17","3.765","88.2",".",".",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","222
003","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","","49","3.837","89.8","4.1",".",".","4.1","2.0",".",".",".",".",".",".",".",".",".","."
"","224
001","","14","3.714","92.9",".",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","224
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
004","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","","70","3.943","98.6",".",".",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"Life Drawing I","232
001","","12","3.542","66.7","25.0",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Bascom Course","236
001","","13","3.846","92.3",".",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
002","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
002","","11","3.773","81.8","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","244
003","","12","3.333","41.7","8.3","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Art Metal I","Course Total","","32","3.656","68.8","9.4","12.5","3.1","6.3",".",".",".",".",".",".",".",".",".",".","."
"Color","302
001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","","16","3.688","68.8","12.5","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","307
002","","16","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Making Comics 1","Course Total","","32","3.781","78.1","6.3","12.5",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","312
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sculpture II","314
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Lithography","316
001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","322
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Etching","326
001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Life Drawing II","332
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Wood Working","334
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","338
001","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","338
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Service Learning in Art","Course Total","","23","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","341
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Watercolor II","342
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
003","","14","3.607","78.6","7.1","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","346
004","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Graphic Design","Course Total","","55","3.900","94.5","1.8","1.8",".",".",".","1.8",".",".",".",".",".",".",".",".","."
