"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"AMERICAN INDIAN STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","",""
"","100","001","","178","3.673","63.5","20.8","9.0","2.2","1.1","1.7","0.6","1.1",".",".",".",".",".",".",".","."
"","100","002","","78","3.756","62.8","29.5","3.8","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Amer Indian Studies","","Course Total","","256","3.699","63.3","23.4","7.4","2.7","0.8","1.2","0.4","0.8",".",".",".",".",".",".",".","."
"Intro US Ethnic/Am Ind Studies","102","001","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literatures of Native America","172","001","","22","3.523","59.1","18.2","13.6","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"Indigenous Activism","230","001","","29","3.914","89.7","6.9",".","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Literature by Amer Ind Women","246","001","","19","3.632","63.2","15.8","5.3","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Ojibwe","302","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","304","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","304","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","304","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Beginner Indigenous Lang II","","Course Total","","11","3.900","81.8",".","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"American Indians in Film","325","001","","28","3.333","46.4","21.4","3.6",".","7.1",".","7.1","14.3",".",".",".",".",".",".",".","."
"Ojibwe Language IV","402","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Interm. Indigenous Language","403","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sp. Topics in Amer Ind Std","425","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues in Amer Ind Studies","450","001","","18","3.769","55.6","11.1",".",".","5.6",".",".","5.6",".",".",".",".","22.2",".",".","."
"Ethnobotany","474","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Poverty and Place","578","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Work in Am Indian Communit","636","001","","10","3.700","70.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
