"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"512","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"512","002","","10","3.450","10.0","80.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Synthesis Lab","Course Total","","13","3.522","30.8","61.5",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"524
Chemical Instrumentation","001","","35","3.286","34.3","22.9","22.9","11.4","5.7","2.9",".",".",".",".",".",".",".",".",".","."
"561
Physical Chemistry I","001","","26","3.231","26.9","23.1","30.8","7.7","11.5",".",".",".",".",".",".",".",".",".",".","."
"562
Physical Chemistry II","001","","86","3.471","51.2","12.8","22.1","5.8","5.8","1.2",".","1.2",".",".",".",".",".",".",".","."
"563","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"563","003","","12","3.667","50.0","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"563","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab I","Course Total","","25","3.780","68.0","24.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"564","001","","15","3.733","66.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"564","003","","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","004","","12","3.708","58.3","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"564","006","","18","3.694","61.1","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"564","007","","11","3.545","45.5","18.2","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab II","Course Total","","71","3.690","59.2","23.9","12.7","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"575
Advanced Topics in Chemistry","001","","22","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"607
Laboratory Safety","001","","68","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"613
Chemical Crystallography","001","","16","3.313","75.0",".","6.3",".","6.3",".","12.5",".",".",".",".",".",".",".",".","."
"629
Atmos. Chem. Mech.","001","","12","3.750","91.7",".",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"635
Topics in Computational Chem","001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","28","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"654
Materials Chem of Polymers","001","","26","3.865","80.8","11.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"664
Phys Chem of Macromolecules","001","","10","3.483","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","118","3.158","40.7","15.3","21.2","4.2","5.9","11.0","0.8",".",".",".",".",".","0.8",".",".","."
"681","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 209 of 486",""
