"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Introduction to Computing","102
001","96","3.760","82.3","4.2","7.3","2.1","2.1","1.0","1.0",".",".",".",".",".",".",".",".","."
"","200
001","123","3.492","57.7","14.6","13.0","7.3","3.3","3.3","0.8",".",".",".",".",".",".",".",".","."
"","200
002","43","3.560","53.5","14.0","23.3","2.3","4.7",".",".",".",".",".",".",".",".","2.3",".","."
"","200
003","90","3.589","64.4","13.3","13.3","2.2","3.3","2.2","1.1",".",".",".",".",".",".",".",".","."
"Programming I","Course Total","256","3.537","59.4","14.1","14.8","4.7","3.5","2.3","0.8",".",".",".",".",".",".","0.4",".","."
"","220
001","182","3.188","23.6","27.5","33.5","7.7","2.7","1.1","3.3",".",".",".",".",".","0.5",".",".","."
"","220
002","194","3.281","23.7","38.7","25.8","5.2","3.1","1.5","2.1",".",".",".",".",".",".",".",".","."
"","220
003","185","3.296","27.0","33.0","28.6","5.4","1.1","2.7","1.6",".",".",".",".",".","0.5",".",".","."
"","220
004","192","3.329","25.0","29.7","32.8","9.4","1.6","0.5",".","0.5",".",".",".",".","0.5",".",".","."
"Data Sci Programming I","Course Total","753","3.274","24.8","32.3","30.1","6.9","2.1","1.5","1.7","0.1",".",".",".",".","0.4",".",".","."
"","240
001","186","3.122","34.4","17.7","17.7","14.0","9.1","4.3","2.2",".",".",".",".",".","0.5",".",".","."
"","240
002","177","3.184","40.7","17.5","10.7","13.6","12.4","3.4","1.7",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","363","3.152","37.5","17.6","14.3","13.8","10.7","3.9","1.9",".",".",".",".",".","0.3",".",".","."
"","252
002","217","3.426","53.9","12.9","15.2","7.8","7.4","1.8","0.9",".",".",".",".",".",".",".",".","."
"","252
004","182","3.304","44.0","23.6","8.8","7.1","11.5","2.7","1.6",".",".",".",".",".","0.5",".",".","."
"","252
005","115","3.539","55.7","18.3","13.9","6.1","5.2",".","0.9",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","514","3.408","50.8","17.9","12.6","7.2","8.4","1.8","1.2",".",".",".",".",".","0.2",".",".","."
"Introduction to Web Dev","272
001","35","3.588","48.6","34.3","11.4",".",".",".","2.9","2.9",".",".",".",".",".",".",".","."
"","298
167","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
185","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","147","3.010","14.3","19.7","42.2","12.2","5.4","2.7","2.0","0.7",".",".",".",".","0.7",".",".","."
"","300
002","162","3.164","24.1","26.5","28.4","8.6","9.3","1.9","1.2",".",".",".",".",".",".",".",".","."
"","300
003","145","2.903","15.9","22.8","29.0","10.3","13.8","6.9","1.4",".",".",".",".",".",".",".",".","."
"","300
004","142","2.883","16.2","19.0","33.1","12.7","8.5","7.0","2.8",".",".",".",".",".","0.7",".",".","."
"Programming II","Course Total","596","2.996","17.8","22.1","33.1","10.9","9.2","4.5","1.8","0.2",".",".",".",".","0.3",".",".","."
"WES-CS Group Meeting","304
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","7","3.600","28.6","28.6","14.3",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"","319
003","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
004","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Sci Prgmg I - Research","Course Total","31","3.862","71.0","19.4","3.2",".",".",".",".","3.2",".",".",".",".","3.2",".",".","."
"","320
001","231","3.867","83.1","10.8","3.9","0.9","0.4",".","0.4","0.4",".",".",".",".",".",".",".","."
"","320
002","225","3.798","78.2","11.1","6.7","0.9","2.7","0.4",".",".",".",".",".",".",".",".",".","."
"Data Sci Programming II","Course Total","456","3.833","80.7","11.0","5.3","0.9","1.5","0.2","0.2","0.2",".",".",".",".",".",".",".","."
"","352
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","352
002","6","3.333","33.3","33.3",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","11","3.091","27.3","18.2","18.2","18.2","18.2",".",".",".",".",".",".",".",".",".",".","."
"","354
001","166","3.105","24.7","19.3","30.7","11.4","10.2","3.0","0.6",".",".",".",".",".",".",".",".","."
"","354
002","150","3.250","34.0","22.7","19.3","10.0","12.7","1.3",".",".",".",".",".",".",".",".",".","."
"","354
003","112","3.286","39.3","17.9","22.3","10.7","6.3","2.7","0.9",".",".",".",".",".",".",".",".","."
"","354
010","51","3.592","54.9","21.6","13.7","2.0","2.0",".","2.0",".",".",".",".",".","3.9",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","Page 227 of 486",""
