"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","17635","3.488","42.3","25.7","15.6","5.3","2.8","0.7","0.4","0.3","",".","6.4","0.1","0.0","0.1","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","267","3.249","11.6","16.1","10.9","5.6","2.6","1.1",".",".","",".","51.7","0.4",".",".",".",".","."
"Sophomore","","2592","3.311","26.5","21.3","17.1","8.6","4.6","0.9","0.5","0.0","",".","20.2","0.0",".","0.2",".",".","."
"Junior","","4624","3.404","35.0","27.1","18.4","7.1","3.7","0.9","0.5",".","",".","6.8","0.2",".","0.1","0.0",".","."
"Senior","","5927","3.506","43.4","29.1","15.3","5.3","2.9","0.8","0.4","0.2","",".","2.4","0.1",".","0.1",".",".","."
"Undergraduates","","13410","3.434","36.6","26.6","16.7","6.6","3.5","0.9","0.5","0.1","",".","8.4","0.1",".","0.1","0.0",".","."
"Special","","200","3.218","25.5","20.0","20.5","4.0","6.0","1.5","2.0","4.0","",".","2.5","0.5",".",".","9.0","4.5","."
"Graduate","","4008","3.715","62.2","23.1","11.8","1.2","0.6","0.0",".","0.9","",".","0.0",".","0.2","0.0",".","0.0","."
"Prof Yr 2","","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","10","3.638","60.0","10.0","30.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","17","3.640","58.8","11.8","29.4",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","17635","3.488","42.3","25.7","15.6","5.3","2.8","0.7","0.4","0.3","",".","6.4","0.1","0.0","0.1","0.1","0.1","."
