"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7930","3.850","40.4","7.3","1.9","0.4","0.1","0.0","0.0","41.5","0.1","6.3","",".","1.1","0.1","0.0","0.6","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.906","85.7","14.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","131","3.899","86.3","8.4","4.6",".",".",".",".",".",".",".","",".",".",".",".","0.8","."
"Junior","","413","3.910","89.8","5.6","2.9","1.0",".",".","0.2",".",".",".","",".",".",".",".","0.5","."
"Senior","","869","3.914","90.0","4.8","3.2","0.6","0.5","0.1","0.1","0.3",".","0.1","",".",".","0.1","0.1",".","."
"Undergraduates","","1420","3.911","89.6","5.4","3.2","0.6","0.3","0.1","0.1","0.2",".","0.1","",".",".","0.1","0.1","0.2","."
"Special","","113","3.889","61.9",".","3.5","0.9","0.9",".",".","15.0",".",".","",".",".",".",".","17.7","."
"Graduate","","1979","3.815","50.4","10.5","3.4","0.5","0.2","0.1","0.1","26.6",".","3.4","",".","4.1","0.1",".","0.6","."
"Prof Yr 1","","1294","3.795","36.5","13.6","1.2","0.2",".",".",".","29.9","0.3","18.2","",".",".",".",".","0.1","."
"Prof Yr 2","","770","3.844","31.3","9.4","0.8",".",".",".",".","42.3","0.1","12.9","",".",".","0.5",".","0.1","2.6"
"Prof Yr 3","","973","3.918","2.4","0.4","0.1",".",".",".",".","86.7",".","8.6","",".","0.5","0.2","0.1","0.9","."
"Prof Yr 4","","1447","3.817","13.3","2.7","0.7","0.4",".",".",".","82.0",".","0.8","",".",".","0.1",".","0.1","."
"Professionals","","4484","3.820","20.7","6.5","0.7","0.2",".",".",".","61.2","0.1","9.6","",".","0.1","0.2","0.0","0.3","0.4"
"","College Total","7996","3.850","40.9","7.2","1.9","0.4","0.1","0.0","0.0","41.1","0.1","6.2","",".","1.1","0.1","0.0","0.6","0.3"
