"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Problems in Constitutional Law","Course Total","63","1.087","20.6",".","7.9",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","26","1.870","19.2",".","26.9",".","3.8",".",".","11.5",".",".",".",".",".",".",".","."
"","915
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","915
004","13","1.154","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","17","1.154","17.6",".","5.9",".",".",".",".","23.5",".",".",".",".",".",".",".","."
"","918
001","10","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","918
002","18","1.813","27.8",".","16.7",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","28","1.813","17.9",".","10.7",".",".",".",".","35.7",".",".",".",".",".",".",".","7.1"
"Probs-Jurisprudence Seminar","922
001","9","1.556","22.2",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Law","935
001","14","1.429","14.3",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","939
001","8","",".",".",".",".",".",".",".","62.5",".",".",".",".",".",".",".","37.5"
"","939
002","23","1.318","8.7",".","30.4",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","Course Total","31","1.318","6.5",".","22.6",".",".",".",".","19.4",".",".",".",".",".",".",".","9.7"
"","940
001","19","",".",".",".",".",".",".",".","78.9",".",".",".",".",".",".",".","21.1"
"","940
002","8","1.125",".",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","9","3.000","33.3",".","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","23","0.955",".",".","30.4",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","940
005","22","1.158","22.7",".",".",".","4.5",".",".","13.6",".",".",".",".",".",".",".","."
"","940
006","8","1.750","25.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
008","33","1.121","12.1",".","21.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","14","1.214","14.3",".","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","940
010","12","1.583","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","32","1.443","9.4",".","34.4",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"","940
012","20","1.895","30.0",".","20.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","940
013","24","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","940
014","12","1.917","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","13","1.154","7.7",".","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","940
016","11","",".",".",".",".",".",".",".","72.7",".",".",".",".",".",".",".","27.3"
"","940
017","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
018","6","1.667","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
019","6","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
020","6","2.500","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","286","1.398","13.6",".","18.9",".","0.7",".","0.3","17.1",".",".",".",".",".",".",".","3.8"
"","950
001","47","",".",".",".",".",".",".",".","80.9",".",".",".",".",".",".",".","19.1"
"","950
002","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
004","14","",".",".",".",".",".",".",".","92.9",".",".",".",".",".",".",".","7.1"
"","950
005","16","",".",".",".",".",".",".",".","81.3",".",".",".",".",".",".",".","18.8"
"","950
006","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
007","20","",".",".",".",".",".",".",".","95.0",".",".",".",".",".",".",".","5.0"
"","950
008","16","",".",".",".",".",".",".",".","93.8",".",".",".",".",".",".",".","6.3"
"July 27, 2025","","","","","","","","","","","","","","","","","","Page 380 of 486",""
