"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","13603","3.646","63.5","13.2","9.8","3.0","3.1","0.8","0.4","3.8","0.0","0.3","",".","1.8","0.1","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","422","3.626","62.8","17.5","11.4","3.6","1.9","0.7","0.9",".",".","0.9","",".",".","0.2",".",".","."
"Sophomore","","2014","3.718","71.9","13.5","8.1","2.5","2.4","0.7","0.2",".",".","0.4","",".",".","0.0","0.0",".","."
"Junior","","3264","3.592","64.2","13.9","11.3","4.4","4.2","1.0","0.6","0.0",".","0.2","",".",".","0.1","0.0",".","."
"Senior","","5734","3.632","66.2","14.1","11.2","3.2","3.6","0.9","0.4","0.1",".",".","",".","0.0","0.2","0.0","0.0","."
"Undergraduates","","11434","3.636","66.5","14.1","10.7","3.4","3.5","0.9","0.5","0.1",".","0.2","",".","0.0","0.1","0.0","0.0","."
"Special","","185","3.388","33.0","13.0","9.7","2.7","6.5","1.1","1.6","26.5",".",".","",".",".",".","2.2","3.8","."
"Graduate","","1975","3.794","49.0","7.9","4.7","0.6","0.5","0.1",".","23.3","0.1","1.3","",".","12.2","0.3",".","0.2","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".","100.0",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","9","3.906","77.8","11.1",".",".",".",".",".",".",".",".","",".","11.1",".",".",".","."
"","College Total","13603","3.646","63.5","13.2","9.8","3.0","3.1","0.8","0.4","3.8","0.0","0.3","",".","1.8","0.1","0.1","0.1","."
