"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"899","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","89","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"900
Adv Seminar - Computer Science","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","101","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","122","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","128","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","142","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","152","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","153","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","154","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","155","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","158","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","159","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","163","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","170","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","174","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","","76","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
