"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","227","3.723","53.7","20.7","6.6","0.4","0.4","0.9","",".","15.9","",".",".","",".","0.9","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.705","57.1","28.6","14.3",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","43","3.657","48.8","37.2","9.3","2.3",".",".","",".",".","",".",".","",".",".","2.3",".",".","."
"Junior","","49","3.577","51.0","32.7","12.2",".","2.0","2.0","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","69","3.821","76.8","15.9","4.3",".",".","1.4","",".",".","",".",".","",".","1.4",".",".",".","."
"Undergraduates","","175","3.701","61.1","26.9","8.6","0.6","0.6","1.1","",".",".","",".",".","",".","0.6","0.6",".",".","."
"Special","","28","4.000","3.6",".",".",".",".",".","",".","96.4","",".",".","",".",".",".",".",".","."
"Graduate","","24","4.000","58.3",".",".",".",".",".","",".","37.5","",".",".","",".","4.2",".",".",".","."
"","Dept. Total","227","3.723","53.7","20.7","6.6","0.4","0.4","0.9","",".","15.9","",".",".","",".","0.9","0.4",".",".","."
