"","999
059","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
107","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","689","3.596","55.9","19.7","9.4","3.8","1.7","1.5","0.7","5.4","",".",".","",".","1.3","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.500","42.9","38.1","9.5","9.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","87","3.508","54.0","21.8","10.3","6.9","4.6","2.3",".",".","",".",".","",".",".",".",".",".","."
"Junior","","148","3.492","60.1","16.9","10.1","5.4","2.0","2.7","2.0",".","",".",".","",".",".",".","0.7",".","."
"Senior","","239","3.654","65.3","20.5","6.7","3.8","1.3","1.7","0.4","0.4","",".",".","",".",".",".",".",".","."
"Undergraduates","","495","3.574","60.8","20.4","8.5","5.1","2.0","2.0","0.8","0.2","",".",".","",".",".",".","0.2",".","."
"Special","","51","3.626","47.1","13.7","9.8",".","3.9",".","2.0","23.5","",".",".","",".",".",".",".",".","."
"Graduate","","143","3.683","42.0","19.6","12.6","0.7",".",".",".","16.8","",".",".","",".","6.3","2.1",".",".","."
"","Dept. Total","689","3.596","55.9","19.7","9.4","3.8","1.7","1.5","0.7","5.4","",".",".","",".","1.3","0.4","0.1",".","."
