"","990
044","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
045","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
046","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","50","",".",".",".",".",".",".",".","90.0","2.0",".","",".","8.0",".",".",".","."
"CBE
220","Dept. Total","962","3.235","32.5","20.7","16.3","7.6","6.1","2.3","1.5","11.2","0.1",".","",".","1.6","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","35","2.904","31.4","40.0","14.3","2.9",".","8.6","2.9",".",".",".","",".",".",".",".",".","."
"Junior","","136","3.016","22.8","19.9","30.1","11.8","8.8","2.9","2.9",".",".",".","",".",".","0.7",".",".","."
"Senior","","612","3.262","39.5","22.7","17.0","8.8","7.7","2.5","1.5","0.3",".",".","",".",".",".",".",".","."
"Undergraduates","","794","3.211","36.6","23.0","19.0","8.9","7.4","2.8","1.8","0.3",".",".","",".",".","0.1",".",".","."
"Special","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","202","3.619","28.2","7.4","3.0","1.0",".",".",".","52.5","0.5",".","",".","7.4",".",".",".","."
"","Dept. Total","998","3.235","35.0","19.9","15.7","7.3","5.9","2.2","1.4","10.8","0.1",".","",".","1.5","0.1",".",".","."
