"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","100238","3.447","53.1","15.9","13.2","5.4","5.0","1.8","0.9","2.6","0.0","1.0","0.0","0.3","0.3","0.1","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","6760","3.185","41.9","17.0","17.0","8.9","8.4","3.7","2.0",".",".","0.8","0.0",".","0.3","0.0",".","."
"Sophomore","","25081","3.387","51.1","17.3","15.6","5.9","6.1","2.2","1.0","0.0",".","0.5","0.0",".","0.2","0.0","0.0","."
"Junior","","25094","3.393","50.5","17.2","15.4","6.3","6.3","2.1","1.1","0.0",".","0.6","0.0","0.0","0.4","0.0",".","."
"Senior","","30818","3.521","58.2","16.2","11.9","5.2","4.2","1.5","0.8","0.2","0.0","1.4","0.0","0.1","0.3","0.1","0.0","."
"Undergraduates","","87753","3.417","52.7","16.9","14.3","6.0","5.7","2.0","1.0","0.1","0.0","0.9","0.0","0.0","0.3","0.1","0.0","."
"Special","","2202","3.536","29.4","6.8","5.7","1.9","2.1","0.8","0.9","36.6","0.0","0.9","0.0",".","0.2","3.6","11.0","."
"Graduate","","10230","3.816","61.4","9.6","4.8","0.8","0.3","0.1","0.2","17.0","0.2","2.4","0.0","2.2","0.7","0.0","0.2","."
"Prof Yr 1","","56","3.945","89.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","87","3.948","90.8","8.0",".",".",".",".",".",".",".",".",".",".",".",".","1.1","."
"Prof Yr 3","","78","3.955","91.0","6.4",".",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"Prof Yr 4","","12","3.552","41.7","33.3",".","8.3",".",".",".","16.7",".",".",".",".",".",".",".","."
"Professionals","","233","3.928","88.0","9.4",".","0.4",".",".",".","1.7",".",".",".",".",".",".","0.4","."
"","College Total","100418","3.447","53.2","15.9","13.2","5.4","5.0","1.8","0.9","2.6","0.0","1.0","0.0","0.3","0.3","0.1","0.3","."
