"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"448
Mechanical Systems Analysis","001","","16","3.438","25.0","43.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"451
Kinemtcs&Dynmcs-Machine Sys","001","","16","3.900","75.0","18.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"469
Internal Combustion Engines","001","","42","3.179","26.2","14.3","33.3","21.4","4.8",".",".",".",".",".",".",".",".",".",".","."
"475
Engr Principles-Ag Machinery","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"489
Honors in Research","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","13","3.917","76.9","15.4",".",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"491","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","18","3.872","77.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"492
Mech Engr Projects II","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"508
Composite Materials","001","","19","3.833","73.7","10.5","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"510
Facilities Planning","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrk","001","","7","3.125","28.6",".",".","14.3","14.3",".",".",".",".",".",".",".",".",".","42.9","."
"549
Product Design","001","","23","3.587","39.1","39.1","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"561
Intermediate Thermodynamics","001","","40","3.171","25.0","15.0","35.0","7.5","12.5",".",".","5.0",".",".",".",".",".",".",".","."
"567
Solar Energy Technology","001","","26","3.538","42.3","38.5","11.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"569
Applied Combustion","001","","13","3.462","30.8","30.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Experimental Mechanics","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"572
Intermediate Gas Dynamics","001","","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"573","001","","30","3.867","76.7","20.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"573","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"573","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Computational Fluid Dynamcs","Course Total","","33","3.875","75.8","18.2","3.0",".",".",".",".",".",".",".",".",".","3.0",".",".","."
"601","001","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","002","","8","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"601","004","","14","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","38","3.658","55.3","21.1","23.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"603
Topics-Bio-Medical Engr","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","152","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","12","3.940","75.0","8.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
