"MATERIALS SCI AND ENGINEERI Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"250
Intro to Modern Materials","001","","24","3.833","83.3","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"330
Thermodynamics of Materials","001","","25","3.180","24.0","32.0","20.0","12.0","8.0","4.0",".",".",".",".",".",".",".",".",".","."
"332
Macroprocessing-Materials","001","","18","3.250","22.2","22.2","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"350
Intro to Materials Science","001","","139","3.399","35.3","30.9","24.5","1.4","5.8","2.2",".",".",".",".",".",".",".",".",".","."
"351
Struct&Property Rels-Solids","001","","37","3.125","13.5","21.6","43.2","13.5","5.4",".",".",".",".",".",".",".",".",".","2.7","."
"360","001","","7","3.000",".","14.3","57.1","14.3",".",".",".",".",".",".",".",".","14.3",".",".","."
"360","002","","11","3.350","18.2","36.4","27.3","9.1",".",".",".",".",".",".",".",".","9.1",".",".","."
"Materials Laboratory I","Course Total","","18","3.219","11.1","27.8","38.9","11.1",".",".",".",".",".",".",".",".","11.1",".",".","."
"362
Materials Laboratory III","001","","17","3.235","11.8","35.3","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"379
Materials Sys&Design Proj I","001","","10","3.722","50.0","30.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"390
Materials Sys&Desgn Proj II","001","","6","3.583","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"401
Special Topics in Mat Sci&Engr","001","","28","3.804","71.4","21.4","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"441
Deformation of Solids","001","","13","2.962","23.1","15.4","23.1","7.7","30.8",".",".",".",".",".",".",".",".",".",".","."
"448
Crystallog & Xray Diffractn","001","","20","3.737","50.0","40.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"451
Intro to Ceramic Materials","001","","16","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"463
Matrls-Elevated Temp Serv","001","","9","3.444","44.4",".","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Properties-Solid Surfaces","001","","32","3.500","28.1","43.8","21.9","3.1",".",".",".",".",".",".",".",".",".",".",".","3.1"
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","4.000","75.0",".",".",".",".",".",".",".",".",".",".",".","12.5",".","12.5","."
"750
Imperfectns&Mech Properties","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","27","",".",".",".",".",".",".",".","63.0",".",".",".","33.3","3.7",".",".","."
"803","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"803","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"803","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"803","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"803","010","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"803","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"803","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
