"TERM : 1112","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2010-2011","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","",""
"ENGR MECHANICS & ASTRONA","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","767","2.902","19.8","17.6","22.2","21.4","11.7","4.0","1.3","1.0","",".","0.5","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","1.500","25.0",".",".",".",".","50.0","25.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","200","2.727","14.0","14.0","18.0","31.0","15.0","6.5","1.5",".","",".",".","",".","",".",".",".",".","."
"Junior","","255","2.932","19.2","18.8","24.3","23.5","10.6","2.4","0.8","0.4","",".",".","",".","",".",".",".",".","."
"Senior","","221","2.907","20.8","20.4","23.1","15.8","12.2","4.5","1.8",".","",".",".","",".","",".","1.4",".",".","."
"Undergraduates","","680","2.849","18.2","17.8","21.9","23.1","12.4","4.6","1.5","0.1","",".",".","",".","",".","0.4",".",".","."
"Special","","8","3.429","37.5","12.5","25.0","12.5",".",".",".","12.5","",".",".","",".","",".",".",".",".","."
"Graduate","","79","3.323","31.6","16.5","24.1","7.6","7.6",".",".","7.6","",".","5.1","",".","",".",".",".",".","."
"","Dept. Total","767","2.902","19.8","17.6","22.2","21.4","11.7","4.0","1.3","1.0","",".","0.5","",".","",".","0.4",".",".","."
