"","890
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
014","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Seminar-Philosophy","940
001","7","3.857","71.4","28.6",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"LATIN
524","Dept. Total","231","3.514","56.3","22.5","7.8","6.1","0.4","3.0","2.2","1.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.358","46.3","25.9","9.3","9.3",".","9.3",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","41","3.402","53.7","17.1","14.6","4.9","2.4","4.9","2.4",".","",".",".","",".","",".","",".",".",".","."
"Junior","","43","3.534","58.1","27.9","2.3","7.0",".",".","4.7",".","",".",".","",".","",".","",".",".",".","."
"Senior","","58","3.641","58.6","22.4","8.6","6.9",".",".","1.7","1.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","196","3.485","54.1","23.5","8.7","7.1","0.5","3.6","2.0","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","3","2.545","66.7",".",".",".",".",".","33.3",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","32","3.881","68.8","18.8","3.1",".",".",".",".","9.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","231","3.514","56.3","22.5","7.8","6.1","0.4","3.0","2.2","1.7","",".",".","",".","",".","",".",".",".","."
