"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Research and Thesis","Course Total","51","",".",".",".",".",".",".",".","70.6",".",".",".","29.4",".",".",".","."
"M M & I
620","Dept. Total","622","3.540","49.8","12.2","19.3","4.5","3.2","0.5","0.3","6.1",".",".",".","3.5","0.3",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","7","3.850","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","116","3.500","54.3","12.9","22.4","2.6","5.2","1.7","0.9",".",".",".",".",".",".",".",".","."
"Senior","","317","3.552","52.1","14.5","19.9","5.7","3.8","0.3","0.3","0.3",".",".",".","2.2","0.6",".","0.3","."
"Undergraduates","","441","3.543","53.3","13.8","20.4","4.8","4.1","0.7","0.5","0.2",".",".",".","1.6","0.5",".","0.2","."
"Special","","20","3.353","40.0","5.0","35.0","10.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"Graduate","","118","3.719","44.1","9.3","6.8","0.8",".",".",".","28.8",".",".",".","10.2",".",".",".","."
"Prof Yr 1","","29","3.279","34.5","3.4","48.3","10.3","3.4",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","3.500","40.0",".","20.0",".",".",".",".","20.0",".",".",".","20.0",".",".",".","."
"Prof Yr 3","","5","4.000","60.0",".",".",".",".",".",".",".",".",".",".","40.0",".",".",".","."
"Prof Yr 4","","4","3.071",".","50.0",".","25.0",".",".",".","25.0",".",".",".",".",".",".",".","."
"Professionals","","43","3.325","34.9","7.0","34.9","9.3","2.3",".",".","4.7",".",".",".","7.0",".",".",".","."
"","Dept. Total","622","3.540","49.8","12.2","19.3","4.5","3.2","0.5","0.3","6.1",".",".",".","3.5","0.3",".","0.2","."
